"doc_id","text","pol_account","id","date","context","issue","policy_flag","stance","annotator","annotated_at","selected_at","uncertainty","not_sentence","draft_flag","issue2","uncertainty2","stance2"
"text912418.2","It’s stylish, radical, excellent quality and as tea towels go, HUGE.","AshleyDalton_MP",1182074974154174464,"2019-10-09T23:26:50Z","Rather thrilled with the ⁦@radicalteatowel⁩ Rose Parks tea towel I won in the ⁦@SouthHackneyLab⁩ raffle tonight. It’s stylish, radical, excellent quality and as tea towels go, HUGE. Normally I re-donate raffle wins to the next raffle but I’m keeping this one. https://t.co/ZdidlPptTU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1447669.2","The Government has now launched an easy-access portal for us to be able to do this in Hertford &amp; Stortford, however we can.  https://t.co/5OL4ueMCSj","JulieMarsonMP",1430099248767553536,"2021-08-24T09:26:45Z","I've been overwhelmed by the generosity of all those residents who have contacted me to offer their support to Afghan refugees.

The Government has now launched an easy-access portal for us to be able to do this in Hertford &amp; Stortford, however we can.

https://t.co/5OL4ueMCSj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1200741.1","So many people were inspired by my colleague Tobias Ellwood and the members of the public who have first aid in... https://t.co/rlrGIm1v8H","JSHeappey",846793866854436864,"2017-03-28T18:39:25Z","So many people were inspired by my colleague Tobias Ellwood and the members of the public who have first aid in... https://t.co/rlrGIm1v8H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1729962.1","Beautiful sky in #Barnstaple this evening https://t.co/jhXlZBpPVh","SelaineSaxby",1456673452430176256,"2021-11-05T17:23:09Z","Beautiful sky in #Barnstaple this evening https://t.co/jhXlZBpPVh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1124515.1","Delighted to give vote of thanks at summer reception @CF_Chinese who do so much to support @Conservatives.","HelenGrantMP",1004817270907047936,"2018-06-07T20:08:00Z","Delighted to give vote of thanks at summer reception @CF_Chinese who do so much to support @Conservatives. Thanks @TaylorWessingUK for hosting the event and to Communities Secretary @JBrokenshire and Minister @CarolineNokes for speaking. Sino-UK relations so important. https://t.co/b74D23BAKQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1093493.1","Stourport on Severn also flooded but (hopefully) less damage to properties than elsewhere.","Mark4WyreForest",1232660026646519808,"2020-02-26T13:33:46Z","Stourport on Severn also flooded but (hopefully) less damage to properties than elsewhere. Absolutely awful for all affected. https://t.co/OWx1J8T6nH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1833810.1","Ready to get out the @UKLabour vote in Mansfield for Andy Abrahams and our Labour candidates with @steveyemm and the @mansfieldlabour team.","wesstreeting",1652610154762850304,"2023-04-30T09:45:39Z","Ready to get out the @UKLabour vote in Mansfield for Andy Abrahams and our Labour candidates with @steveyemm and the @mansfieldlabour team.

We’re working hard for every vote ahead of Thursday’s elections. https://t.co/OgXzeLVMLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text531840.2","Polls close at 10pm- Vote Robert Alden ✅ https://t.co/dlhZs1YmjU","OliverDowden",1499354740412530688,"2022-03-03T12:03:21Z","🗳️ It's 𝐩𝐨𝐥𝐥𝐢𝐧𝐠 𝐝𝐚𝐲 for the #erdingtonbyelection

@Bobby_Alden is a brilliant local candidate who will work day in, day out for Erdington in Parliament.

Polls close at 10pm- Vote Robert Alden ✅ https://t.co/dlhZs1YmjU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1086957.2","Big cos saying they wouldn't reduce current investments is not the same thing.","MarcusFysh",1528683078482272256,"2022-05-23T10:23:42Z","@LivDarlingFinan We need increases in investment budgets, spent more in the UK. Big cos saying they wouldn't reduce current investments is not the same thing. They have global options they can exercise instead of UK, &amp; smaller local innovators (their competition) will be shut out.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1663882.1","Conservatives vote down the amendment to prevent second home owners benefiting from the cut in stamp duty 293 to 165.","LukePollard",1584605427782025216,"2022-10-24T17:59:09Z","Conservatives vote down the amendment to prevent second home owners benefiting from the cut in stamp duty 293 to 165.

First vote under Rishi as PM shows what side the Tories are on.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1632889.2","This is scaremongering from Jeremy Corbyn who is desperate to distract p…","pritipatel",1199721622745288704,"2019-11-27T16:08:19Z","RT @StandUp4Brexit: “The NHS is not for sale under Boris Johnson.

This is scaremongering from Jeremy Corbyn who is desperate to distract p…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1461809.2","Now we have unelected apparatchiks running the show and giving press conferences at No10 and not even bothering to do it on time.","steve_mccabe",1264942530619158528,"2020-05-25T15:32:55Z","Was a time when our country was a democracy with decisions made by elected politicians. Now we have unelected apparatchiks running the show and giving press conferences at No10 and not even bothering to do it on time. Just who does Cummings think he is!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1035386.1","Just to be clear no one is keeping Corbyn off the ballot, like Kinnock he will be on the ballot just as long as he gets enough nominations","Chris_EvansMP",752505878369239040,"2016-07-11T14:12:36Z","Just to be clear no one is keeping Corbyn off the ballot, like Kinnock he will be on the ballot just as long as he gets enough nominations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text460829.2","After completing the survey, opt in to be entered into a prize…","SalBrinton",1610569277681160192,"2023-01-04T09:30:13Z","RT @CarersTrust: Take our survey and help create change for #YoungCarers! 

After completing the survey, opt in to be entered into a prize…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1565245.2","The UK stands up for the rights of  🏳️‍🌈people all over the world, and we stand in solidarity with LGBT+ people in Hungary.","morton_wendy",1406929449489256448,"2021-06-21T10:58:14Z","We are concerned by measures that discriminate against the LGBT+ community in the law passed by the Hungarian parliament last week. The UK stands up for the rights of  🏳️‍🌈people all over the world, and we stand in solidarity with LGBT+ people in Hungary.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text56281.1","If the Lib Dem 4-stage plan to re-enter the Single Market on the way to full EU membership is not seen as reversing the Leave vote what is it ?","PTylerLords",1658753499205705728,"2023-05-17T08:37:07Z","If the Lib Dem 4-stage plan to re-enter the Single Market on the way to full EU membership is not seen as reversing the Leave vote what is it ?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1814219.1","This Friday I call on everyone in Rother Valley to honour our WWII heroes, and respect our NHS workers, by celebrating the anniversary indoors at your own Stay at Home Street Party.","Alex_Stafford",1258052783116292096,"2020-05-06T15:15:31Z","This Friday I call on everyone in Rother Valley to honour our WWII heroes, and respect our NHS workers, by celebrating the anniversary indoors at your own Stay at Home Street Party. Put our your bunting and remember this important day. #VEDay75 https://t.co/7PJbmP0exQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1539371.2","❤️ As a massive @radiohead fan who is proud to be the MP from where they hailed (Abingdon), we should all celebrate the genius that is OK Computer and it’s 25yr anniversary.","LaylaMoran",1527602282698788864,"2022-05-20T10:49:00Z","Loving @BBC6Music today. ❤️ As a massive @radiohead fan who is proud to be the MP from where they hailed (Abingdon), we should all celebrate the genius that is OK Computer and it’s 25yr anniversary. It’s not just a great album but in my view a philosophical work of art. 🤓🎶",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1785443.1","Good points from ⁦@huwsteenis⁩ ⁦@thetimes⁩ - we need to take action now to radically boost loans to the UK's smallest firms.","JulianSmithUK",1250737639537422336,"2020-04-16T10:47:45Z","Good points from ⁦@huwsteenis⁩ ⁦@thetimes⁩ - we need to take action now to radically boost loans to the UK's smallest firms.  Emergency loans scheme needs an urgent review

https://t.co/OyWL5FWJFS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text273862.1","This isn’t meant to detract from celebrating + being grateful for huge effort put in by the Secretariat, President, negotiators, observers, champions, campaigners, support staff etc- it’s just that if this is best we can come up we’re screwed.","bryworthington",1459949363082452992,"2021-11-14T18:20:27Z","This isn’t meant to detract from celebrating + being grateful for huge effort put in by the Secretariat, President, negotiators, observers, champions, campaigners, support staff etc- it’s just that if this is best we can come up we’re screwed. Fortunately, it’s not all we have.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1044486.1","No brief for Starmer obviously, but if the Mail and Owen Jones are against you, you might not be in the worst place…","timfarron",1532109239023456256,"2022-06-01T21:18:02Z","No brief for Starmer obviously, but if the Mail and Owen Jones are against you, you might not be in the worst place…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1679498.2","Make the most of every single moment. https://t.co/xVzxPrXwwO","willquince",1566702489185009664,"2022-09-05T08:19:16Z","Best of luck to everyone heading #BackToSchool this week. Make the most of every single moment. https://t.co/xVzxPrXwwO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text734596.1","Our Government's Town Deal delivering for Blackpool #BlackpoolSouth https://t.co/szp6w323y3","ScottBentonMP",1367852406566977536,"2021-03-05T15:00:01Z","Our Government's Town Deal delivering for Blackpool #BlackpoolSouth https://t.co/szp6w323y3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1483825.5","Nothing for people on Universal Credit or other benefits &amp; no pay rise for NHS &amp; Care workers.","johnmcdonnellMP",1473303448137474048,"2021-12-21T14:44:49Z","Why is every move by Sunak always too little and too late!? No Furlough. No increase in Statutory Sick Pay. Nowhere near enough business support. Nothing for people on Universal Credit or other benefits &amp; no pay rise for NHS &amp; Care workers. Pathetic.  https://t.co/fWHWNFDZHB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1314957.2","I went to see President Zelenskyy last week to underline the t…","KeeleyMP",1629100229520654336,"2023-02-24T12:45:36Z","RT @Keir_Starmer: Today marks one year since Russia’s invasion of Ukraine. 

I went to see President Zelenskyy last week to underline the t…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text122343.2","We are moving offices and have an incredible number of books to donate to a good cause.","BaronessRos",1037798161195122688,"2018-09-06T20:22:17Z","RT @Duckbooks: Twitterverse! We are moving offices and have an incredible number of books to donate to a good cause. If anyone has any reco…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text401552.1","A BIG thank you to everyone who has listened to my new podcast, I love reading your comments and I am so glad you are enjoying them...","karren_brady",1087361780031127552,"2019-01-21T14:50:25Z","A BIG thank you to everyone who has listened to my new podcast, I love reading your comments and I am so glad you are enjoying them...Next week we publish my time with @kellyhoppen.  Kelly shares her insights in building a brand and getting started #getwhatyouwant https://t.co/4FPb7dnog5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1523800.1","@rlctntgardener @BaxStephen Maybe we get a goat-herder on the podcast to prove you wrong ..centrist or otherwise...","Ed_Miliband",919169098340282368,"2017-10-14T11:52:45Z","@rlctntgardener @BaxStephen Maybe we get a goat-herder on the podcast to prove you wrong ..centrist or otherwise...",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1345043.2","Bydd yr Orymdaeth yn dechrau o maes parcio y Llandysul Paddlers am 1.30yp…","BenMLake",1147170359269101568,"2019-07-05T15:48:21Z","RT @YmlaenLlandysul: 06/07/19: Carnifal Llandysul a Phont-Tyweli. Bydd yr Orymdaeth yn dechrau o maes parcio y Llandysul Paddlers am 1.30yp…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1044683.2","Labour had gained the seat from the Tories and no one needed to hear my juvenile ramblings.","timfarron",1520888738175459328,"2022-05-01T22:11:46Z","This time 25 years ago I gave a fairly ungracious speech after my entirely predictable 3rd place was confirmed in South Ribble. Labour had gained the seat from the Tories and no one needed to hear my juvenile ramblings. I would like to belatedly apologise to all who were present.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1375131.1","Helping people manage through the global challenges we face 👇🏻","BrandonLewis",1588085730672316416,"2022-11-03T08:28:38Z","Helping people manage through the global challenges we face 👇🏻",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1276142.2","I still urge the Govt to proscribe the IRGC as they continue to commit terrorist acts in the Middle East.   https://t.co/rB6cXANpbw","markjenkinsonmp",1617851484171046912,"2023-01-24T11:47:06Z","Following the execution of British-Iranian national Alireza Akbari, I welcome the introduction of sanctions on members of the Iranian regime. 

I still urge the Govt to proscribe the IRGC as they continue to commit terrorist acts in the Middle East. 

https://t.co/rB6cXANpbw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text515030.3","✅ https://t.co/N7IGRtcjzE  https://t.co/74S8mP7fTz https://t.co/sIocASrMtN","TheGreenParty",1573245503286153216,"2022-09-23T09:38:52Z","🎉 Green WIN! 🎉

🔵 to 💚

🏌️‍♀️ +30.3

💚 Congratulations to Ian Tysh on being elected in Maresfield, Wealden with 61.2% of the vote!

✅ https://t.co/N7IGRtcjzE

https://t.co/74S8mP7fTz https://t.co/sIocASrMtN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text517568.2","Listen below as @NualaMcAllister calls for more regulation of ‘street preaching’ and other such practices: https://t.co/Va5nbePtpz","allianceparty",1593622858550460416,"2022-11-18T15:11:12Z","Everyone has the right to feel comfortable walking down the street in our towns and cities, respected and without intimidation or harassment.

Listen below as @NualaMcAllister calls for more regulation of ‘street preaching’ and other such practices: https://t.co/Va5nbePtpz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text799623.1","Shocking  34 hospitals are at risk from the roof collapsing 😱  Call me cynical but I kept wondering why the government kept lying that they were building 40 new hospitals 🤔 so my question (which I will officially table) is how long have they known?","DawnButlerBrent",1559069121375252480,"2022-08-15T06:46:59Z","Shocking

34 hospitals are at risk from the roof collapsing 😱

Call me cynical but I kept wondering why the government kept lying that they were building 40 new hospitals 🤔 so my question (which I will officially table) is how long have they known? 
 https://t.co/TB58KsRCpI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
